train_idx,text,label,label_text
687,went norton website obtain priority id number per instruction given find way get one,0,negative
688,freebie get cradle detachable stand belt clip thing handy useful,1,positive
689,far happy zen micro,1,positive
690,people also complained case window really big deal either case sturdy offer good protection,1,positive
691,also trouble reading svcds created br mp3 cd old apex ad 1200 trouble,1,positive
692,problem bit heavy,0,negative
693,use cheap 1 99 13 gallon vanilla scented bag grocery store use bag laying around,1,positive
694,received 40gb zen xtra yesterday extremely pleased,1,positive
695,let champ win,1,positive
696,panel seems like come easily people said,0,negative
697,lot thing like,1,positive
698,appearance okay ed least ugly,1,positive
699,button feel somewhat flimsy awkward tiny little lock button need depressed turn camera,0,negative
700,feature would liked better anything else could find time,1,positive
701,cheap construction made player hard plastic put rubber corner,0,negative
702,fast feel great hand look great,1,positive
703,problem either backward compatibility mixed mode feature let 54 11 mb card router,1,positive
704,worked problem software mp3 player worth money cost,1,positive
705,work easily one hand important,1,positive
706,nice machine consider quality pretty low,0,negative
707,dvd player play raw mpeg2 mpeg1 video jpeg wma cmdr cadre dvd dvd course play dvd movie uk love giff progressive scan feature,1,positive
708,research net discovered indeed flaw current wrt54g design wrt54g version 3 amazon currently sell,0,negative
709,work well enough far satisfied possible missing something,1,positive
710,next problem recognize installed component would update notably importantly virus definition,0,negative
711,one also exhibited extremely slow speed going menu,0,negative
712,downside size phone big today standard,0,negative
713,really liked price,1,positive
714,currently 2003 version looking upgrade 2004 version,0,negative
715,g3 problem focusing low light would take picture shutter pressed shutter released second,0,negative
716,pc sync feature superb come nokia pc suite software data cable infrared port bluetooth,1,positive
717,sound quality great,1,positive
718,phone light weight,1,positive
719,lot interesting feature included eax customization,1,positive
720,also feature automatically put song information n always accurate,0,negative
721,fm tuner little spare icing cake,1,positive
722,could take picture stone glinting sun still avoid shining glaze get contour right,1,positive
723,looking something keep time great camera choice,1,positive
724,dont rely mobile rebate,0,negative
725,creative excellent music software responsive tech support group quick firmware update make publicly available usually good array accessory,1,positive
726,think interface great,1,positive
727,feature wise lot better dlink netgear router,1,positive
728,camera one full day say wonderful,1,positive
729,tried cd setup program without luck,0,negative
730,couple hundred contact menu load within second big deal,1,positive
731,tried make sense file transfer program got confused,0,negative
732,price well spent investment,1,positive
733,menu feature easy manipulate access take silent movie,1,positive
734,highly recommend looking phone great camera quality lot feature would find pda,1,positive
735,upgraded small 3 2 max camera camera great result,1,positive
736,perfect planning storing ton music,0,negative
737,quite unhappy nokia moment,0,negative
738,sure thing definitely cost effective ipod,1,positive
739,unit work great cassette adapter car also easily worked without taking eye road,1,positive
740,actually took friend word went champ registering glad,1,positive
741,installation software cd crashed repeatedly,0,negative
742,right box issue,0,negative
743,manual fine job filling blank remain,1,positive
744,camera affordable easy learn produce spectacular image,1,positive
745,downside take long time start,0,negative
746,headphone great sound durability mine came extra bought stand belt hook charger know come every one,1,positive
747,far used mentioned feature find well designed easy understand,1,positive
748,mine month say enjoyed,1,positive
749,said little disappointed quality picture camera,0,negative
750,using ni 2004 2 month work well,1,positive
751,lot people problem firmware update required use player napster go firmware beta lot bug,0,negative
752,like take picture go night perhaps people would complain noise level high higher iso really care much think give picture certain real life quality,1,positive
753,putting micro pocket could trigger anything unless hold feature improved asks want unholy every button press second worried durability player,0,negative
754,battery mine last 2 day play game much take 90 min charge flat,1,positive
755,fyi battery die use lcd,1,positive
756,player absolutely phenomenal problem worried problem suggest buying retail store good return policy anyways find touch pad easy use surprised many people problem,1,positive
757,hidden feature macro vision non regional keep baby around watch non american region dvd,1,positive
758,ringtones beautiful screen super high quality,1,positive
759,speed control recessed far housing required tool screwdriver dowel rod effect speed change,0,negative
760,great switch spot metering actually see working lcd screen,1,positive
761,especially lcd big camera quality among best around,1,positive
762,phone 6 month used following feature bluetooth connection laptop desktop sync contact calendar outlook transfer file movie song many movie 512mb memory card take,1,positive
763,navigation system zen xtra us id3 tag embedded mp3 file organize song,0,negative
764,nokia thus easy access menu option,1,positive
765,like size weight little critter,1,positive
766,body construction general quite bit plastic disappointment stainless steel heft s330,0,negative
767,however imagine without,1,positive
768,software run smooth nice look organized easy follow make thing simple,1,positive
769,linksys technical support site nothing configuring router use mac,0,negative
770,router would suggest novice user old dlink di52,0,negative
771,main computer software work right,0,negative
772,simply love feature,1,positive
773,nice router way one,1,positive
774,cut easy smooth,1,positive
775,extra spare battery neat bonus,1,positive
776,screen easily scratched warranty able swap,0,negative
777,model traditional key arrangement really close one another unconventional shape take big getting used someone like big hand,0,negative
778,le money invested router table dual router would purchased single cheap reliant sharper,1,positive
779,3 mediasource application serious user interface flaw,0,negative
780,low price come lower quality,0,negative
781,camera major design flaw,0,negative
782,say freeze n done since,0,negative
783,good look,1,positive
784,however product performed well expectation,0,negative
785,like reviewer installation hell,0,negative
786,say best picture ever see compact,1,positive
787,pro huge storage capacity price easy navigate modify existing playlist fly removable battery,1,positive
788,addition believe odorless,0,negative
789,screen large defined easy read silver unit naturally cool,1,positive
790,hate wait shot,1,positive
791,make great versatility number feature,1,positive
792,canon 70 sd500 amazing little camera produce great pic even brings ur pimple face,1,positive
793,unfortunately creative offered scant page instruction meant outset,0,negative
794,say happy far,1,positive
795,n think would find quality ease use 1500 thrilled purchase,1,positive
796,control somewhat harder use oddity software tagging system people live,0,negative
797,sturdy strong,1,positive
798,moveable lcd screen great,1,positive
799,using cheaper pail worked ok opening device fell apart,1,positive
800,photo viewing option however 20 gb photo ipod cost 20,0,negative
801,one handed still hanging baby also like using regular trash bag instead worry buying refill like diaper genie,1,positive
802,give friend different ringtone,1,positive
803,battery others said also seems weaker creative suggests,0,negative
804,phone also sport image gallery option camera attachment calendar organizer alarm clock snooze fm radio way cool even ear peice game java application gprs high speed internet connection,1,positive
805,first mp3 player impressed small device,1,positive
806,plunging action critical work look elsewhere,0,negative
807,may really cool phone worth mobile,1,positive
808,router work fine wired wireless,1,positive
809,first digital camera pleased,1,positive
810,thing missing creative cd burner,0,negative
811,remote cheap ch easy sure long last 50 buck heck,0,negative
812,well aspect internet browsing,1,positive
813,router working nice machine money,1,positive
814,wish could give 4 1 2 star,1,positive
815,player look much better actually holding,1,positive
816,apart speed signal consistent work without interruption etc,1,positive
817,purchased player say love,1,positive
818,bluetooth work phone,0,negative
819,still s70 like wider lens sometimes general looking small camera whole package sd500 one buy,1,positive
820,latter provide better coverage remote area state still operates many country excluding new zealand australia,1,positive
821,3 compact control well designed still easy use,1,positive
822,given already zen reason happy notmad software,1,positive
823,look durability realize many people fond minimalist white interface,0,negative
824,give four service brand new ipod terribly slow,0,negative
825,flawless,1,positive
826,say adequate enough get wireless working nowhere near enough instruction proper configuration job could done,0,negative
827,huge beautiful color screen scratched even rough handling give,1,positive
828,naturally quite bit review purchasing recommend www madness net price wise zen unbeatable,1,positive
829,extra feature packed inside unit hardly ever use fm radio tuner voice recorder calendar alarm clock,1,positive
830,film 10 second video cry loud,1,positive
831,tried play song three time success,0,negative
832,product zen micro sleek stylish device caters hip youngster people walk life like listen go without worry frequently battery life size awkward factor,1,positive
833,new click wheel ipod allows navigate menu song via touch wheel scrolling click able button selection,1,positive
834,1 creative mediasource software ok rip catalog burn music starting scratch used musicmatch rip cd bought zen 278 cd 3 400 track 12 5 gb music ripped 128bps guess,0,negative
835,excellent diaper disposal unit,1,positive
836,karma look sexy interface efficiently designed,0,negative
837,sony erickson may phone good luck finding one w feature competitive price,1,positive
838,buy camera bu get got one,1,positive
839,eliminate smell simple stuck stick room deodorizer inside lid,0,negative
840,yes belt clip hold extra battery usb cable,0,negative
841,although thought could designed bit better,0,negative
842,seen problem yet like tinker bit player little challenging set,0,negative
843,easy transfer preview organize file,1,positive
844,experimented online print ordering two major u brick mortar retailer delivered great result,1,positive
845,bookmark example excellent feature player,0,negative
846,3 picture editing software came adequate robust,0,negative
847,many nokia best feature worst phone,0,negative
848,voice activated dialing thinking,0,negative
849,best wasting money special refill bag take ordinary garbage bag,1,positive
850,6600 mobile true world phone mhz operate around globe including new zealand australia 900 whereas 6620 available singular replaces w 800mhz refer 850,1,positive
851,extended zoom range faster lense put top class,1,positive
852,included memory card small,0,negative
853,heavy powerful router bad porter cable model tried,1,positive
854,mind button touch sensitive comment buying try also buy extra 2 year warranty offered 15 dollar think,1,positive
855,really happy purchase,1,positive
856,silver metal case plastic,1,positive
857,price nice dvd player,1,positive
858,use bluetooth accessory really issue,1,positive
859,g3 different type battery charging system smaller canon camera battery need charged camera charging system also enables use camera plugged without running battery,1,positive
860,experience installation quite good,1,positive
861,first generation player still agree great alternative ipod think many others would much better value buck,0,negative
862,make sense sort defeat purpose audio bookmark,0,negative
863,router huge disappointment,0,negative
864,distinct ipod relation evident white colored cable power plug nice zen case white rubber inside covering,1,positive
865,need deodorizers,1,positive
866,slightly larger ipod doubt,0,negative
867,use linux want gr p want use handsfree bluetooth device want decent camera phone,1,positive
868,seriously considering purchasing another wrench using sliding wrench come router,0,negative
869,buy like mental challenge trying pick lock,0,negative
870,phone good huge array feature built,1,positive
871,would transfer 30 song come error,0,negative
872,first digital camera could n happier,1,positive
873,really easy use,1,positive
874,cute behind black panel glow neon blue,1,positive
875,like speak phone function lot,1,positive
876,problem size key,0,negative
877,also multiple picture feature fast,1,positive
878,one plus napster support device via software,1,positive
879,battery life awesome upgrade firmware requires window pc make sure always plug ac adapter player plugging outlet awesome sound quality mean creative right,1,positive
880,eq awful even top volume bass flat sounding,0,negative
881,sound quality excellent everything would expect company,1,positive
882,especially enjoyed 640x480 mode replacement dedicated video camera quality easily surpasses old hi 8 camera perfect quick clip thing still image dont describe max 8 min 640 30fps one gig card,1,positive
883,disappointed purchase,1,positive
884,battery life exceptional lasting longer 8 10 hour seem reasonable music player market,1,positive
885,took one day lcd working,0,negative
886,conclusion player beautiful,1,positive
887,quite happy camera,1,positive
888,people complain player talking bull player awesome break fast horrible,1,positive
889,pleased quality durability,1,positive
890,mp3 player give sonic clarity zen compression level imagine lower one either,1,positive
891,went quick photo shoot nyc central park today bunch beautiful photo took say,1,positive
892,4x optical zoom higher price range,1,positive
893,well made user friendly,1,positive
894,c scroll bar travesty enough said,0,negative
895,annoyance remove every single remnant previous version norton systemworks installs,0,negative
896,infrared blessing previous nokia want transfer old phone book phone saved hour entering number,1,positive
897,one disk played completion successfully,0,negative
898,player feel delicate holding actual hard drive,0,negative
899,would spin stop display disc,0,negative
900,person us equipment every day pay extra get reliable safer unit,1,positive
901,really like quite handle workload cheap throw away buy another one without blinking,1,positive
902,owner manual substandard troubleshooting guide,1,positive
903,extremely satisfied camera,1,positive
904,product really need better documentation set router different operating system,0,negative
905,zen minimal stoppage track listening music continues one track next gap hesitation slightly audible click listening progress one track next n even notice click,1,positive
906,owned two apex dvd player pleased,1,positive
907,navigation smooth finding file cinch,1,positive
908,camera bulletproof,1,positive
909,also problem diaper wipe getting caught top flipped,0,negative
910,size also make ideal travel,1,positive
911,software ipod includes itunes allows play music computer rip cd onto computer move music computer ipod,1,positive
912,actual experience using ipod magnificent,1,positive
913,n gone second notch charge mine whenever home using battery life seems fine far,1,positive
914,although chubby hip device really big,1,positive
915,week tried load song delete auto load anything turn player,0,negative
916,clock date get helpful,1,positive
917,please consider much superior piece equipment plopping half grand ipod,1,positive
918,problem sickly disappointment way norton abandoned customer,0,negative
919,looking something complicated use help pic post ebay show detail,1,positive
920,lense cap wo n let take pic real good,1,positive
921,inconvenient also battery life span short,0,negative
922,power tech savvy ease use le fortunate,1,positive
923,first phone house great deal memory multiple video sound clip photo text etc,1,positive
924,also canon digital rebel agree advanced control sd500 robust overall picture quality go head head digital rebel,0,negative
925,2 camera small attach lens 19mm wide angle wc e 68 optical viewfinder partially obscured,0,negative
926,knocked 1 star install wizard wasted alot time running,0,negative
927,see lens barrel view finder,0,negative
928,found useful transferring large file another computer,1,positive
929,3 4 way first disk played naturally 31 day purchase dvd player froze,0,negative
930,t610 support midi file,0,negative
931,top workhorse ultra reliable plunge router work really well,1,positive
932,model hard drive died one morning class,0,negative
933,player usually play dvd occasional problem 1 recognizing dvd 2 stopping particular point movie every time played 3 able access certain special feature rental dvd,0,negative
934,first let say got 20gb ipod christmas likely would spent 300,0,negative
935,person end call hear perfectly,1,positive
936,enough people reported headphone jack n work month using device believe creative inbuilt manufacturing quality control problem,0,negative
937,install uninstall four five time far get either product working properly,0,negative
938,vibration top,0,negative
939,optical digital zoom combine give effective 4x zoom,1,positive
940,recently run 3 4 straight bit hard maple make deep dado amazed machine even slow,1,positive
941,eax setting somewhat superfluous really negative,1,positive
942,software included easy installation option using creative software window medium player 10 simply window explorer move music back forth zen touch,1,positive
943,diaper champ turn smelly diaper diaper smell le time,1,positive
944,loud speaker function 6610 great n need put phone right next ear talk,1,positive
945,4 camera get really hot busy snapping away,0,negative
946,subtle tone included phone hard hear time,0,negative
947,light easily go small handbag pocket,0,negative
948,purchased router month back problem whatsoever,1,positive
949,use router 3 1 2in raised panel bit problem,1,positive
950,good enough price long doesnt break due normal use,1,positive
951,sound quality good going take tweaking setting try make great,1,positive
952,internet woodworking book local store personal opinion hitachi m12v 3 1 4 hp router time time came router choice best price,1,positive
953,third apex product bought continue impress price,1,positive
954,little cumbersome scroll many level get selection want,0,negative
955,solid food poop stinky diaper pail really contain smell,0,negative
956,sit phone customer support 2 hour help,0,negative
957,one complaint screen easily scratched,0,negative
958,edge guide nice micro adjust feature work well,1,positive
959,must say one quite slow open application,0,negative
960,even equalizer setting allows adjust sound acoustic bass booster bass reducer classical dance deep electronic,1,positive
961,one complaint g3 software come processing raw image shoot raw image mode first thing replace 32 mbyte cf 512 mbyte cf give 130 raw image opposed 7,0,negative
962,problem security wireless connection,0,negative
963,must keep double checking depth,0,negative
964,also easy use hold great deal diaper,1,positive
965,may top ipod mini definitely alternative also want extra feature good sound quality,1,positive
966,got camera month ago put,1,positive
967,well second one beginning hi cup bit 1 1 2 year,0,negative
968,either way go wrong price,1,positive
969,would recommend camera unequivocally,1,positive
970,picture quality outdoor setting indistinguishable 35mm,1,positive
971,major problem installing software,1,positive
972,important tool comfortable use produce high quality result,1,positive
973,little meaningful difference two version aside tedious activation process product currently rather buggy problem running unless cleanly installed formatted drive,0,negative
974,like heft machine,1,positive
975,headphone come type music player recommend throwing nearest river unless like hard round piece plastic ear,0,negative
976,back ipod chrome finish surface prone scratch,0,negative
977,software come plenty default genre,1,positive
978,managed make creative nomad explorer work,0,negative
979,otherwise get smaller single speed router much easier use freehand need smaller diameter bit,0,negative
980,drop strong signal even backyard,1,positive
981,bad 1 usual battery power sufficient daily usu age,0,negative
982,look well ipod head shoulder better iriver creative zen look positively ugly next gleaming ipod,1,positive
983,battery life keep improving ipod new ipod give twelve hour play time per charge,1,positive
984,seems like software responding,0,negative
985,however one thing liked creative would car adapter,1,positive
986,also ton feature previous creative product useful ability customize main menu show stuff want default item creative lab com,1,positive
987,take getting used,0,negative
988,o ab confusing 1st within day pas learning curve,0,negative
989,saw high gain low price antenna available wrt54g router thought happily give practically unattainable anyway since got spitting distance router speed favor wider coverage,1,positive
990,went got canon today,1,positive
991,still need read security setting etc fully understand bottom line installation like night day compared speed boost router,1,positive
992,camera solid performs well take good picture battery last pretty long disable lcd viewfinder,1,positive
993,1 fragile broke 1st one within 10 day,0,negative
994,one reviewer pointed occasionally take little effort push plunger get diaper pail even though upon inspection bag really look full,0,negative
995,zen creative focused packaging looked well thought well presented easy open put back together,1,positive
996,phone sound quality great turn volume quiet people thing get loud dont complaint phone thing miss 8290 voice dialing,1,positive
997,took hundred picture great,1,positive
998,sure feature tried shoot girl basketball game wan task,0,negative
999,easy enough use beginner like plenty feature grow,1,positive
1000,think apex best dvd player get price,1,positive
1001,8 button little steady finger deal ed casio worst calculator watch deal almost anything,0,negative
1002,earbuds suck,0,negative
1003,product great saved bacon numerous occasion,1,positive
1004,must say think coolest camera ever owned,1,positive
1005,set box wap ether nest bridge encryption le 30 min,1,positive
1006,recommend parent infant toddler,1,positive
1007,creative zen micro plagued serious serious stupid elemenatary design flaw going tell first two thing piece garbage great could made potential ipod killer,0,negative
1008,made camera totally inoperable,0,negative
1009,video recording limited 9 second,0,negative
1010,tried several time contact apex digital line support site telephone line wo n answer email telephone line always busy,0,negative
1011,easy clean,1,positive
1012,eax mode keep volume level song come handy take holiday plane ride,1,positive
1013,tried playing disc play great,1,positive
1014,door would close,0,negative
1015,really regret signing mobile stuck next 6 month contract,0,negative
1016,digic ii powered image processing system enables sd500 snap limitless stream 7 megapixel photo respectable clip start time top class delivers decent photo compared competition,1,positive
1017,thought camera awful ton research cnet site,0,negative
1018,e case small took like half hour get monstrosity fit cage,0,negative
1019,greatest thing software humble read cd info,1,positive
1020,manual mode give lot control exposure white balance manual focus manual exposure,1,positive
1021,thing great like use pick tough stain counter top also listen old 8 track record,1,positive
1022,complaint would need id3 tag take mp3 file n,0,negative
1023,champ start letting little odor well year,1,positive
1024,optical zoom awesome viewfinder reflects setting zoom,1,positive
1025,use router table work well,1,positive
1026,occasionally lip sync issue lip n moving time dialog,0,negative
1027,one beef scroll n work well like,0,negative
1028,router work 54mbps megabyte kilobyte,1,positive
1029,price performance looked right,1,positive
1030,yes included earphone suck everyone replaces anyway,0,negative
1031,one issue mediasource software despite pulling id3 tag data dd service ripping process fails populate year field,0,negative
1032,another reason got put wma file,1,positive
1033,player working great,0,negative
1034,sleek stylish well screen option visuals,1,positive
1035,took zen micro weekend forced lug laptop trip one reason keep zen micro charged,0,negative
1036,got 1gb mmc upgrade phone,1,positive
1037,replacable battery great since eventually wear lithium battery able buy another easily,1,positive
1038,started smell whether diaper,0,negative
1039,great router table depth adjustment knob easy adjust depth precisely,1,positive
1040,like nomad color better terribly flashy,1,positive
1041,upgrade certain level trouble involved,0,negative
1042,recommend hitachi ergonomic arena price quoted amazon bargain,1,positive
1043,screen good easy read,1,positive
1044,memory 40 gb staggering,1,positive
1045,music n problem,1,positive
1046,1 great audio quality overall,1,positive
1047,enormous number diaper go newborn great easy dispose dirty one,1,positive
1048,nothing broken play dvd,1,positive
1049,counting time spent editing song suppose done anyway pc transfer pretty painless,1,positive
1050,also navigating playing music plus unlike previous player,1,positive
1051,amazing battery last long phone small light,1,positive
1052,got use new 5 per month service yahoo music unlimited despite issue love,1,positive
1053,record voice turn ringtone,1,positive
1054,zen micro appears sturdy well constructed hefty far better many competitor,1,positive
1055,screen stop working luck,0,negative
1056,odd side effect button partially working,0,negative
1057,mixed bag guess price right,1,positive
1058,found interface nomad easy use basic knowledge computer,1,positive
1059,zoom lens unit feel fragile worth buying good camera bag going put carry round lot,0,negative
1060,range terrific using home transferring 50 mb backyard,1,positive
1061,able carry close body place phone easily concealed,1,positive
1062,tad small hold ear shoulder solved comfortable handsfree ear piece included,1,positive
1063,go 3 day charge,1,positive
1064,mac user like naturally made sure viable alternative,0,negative
1065,affect regular mp3 file subscription drm encoded file like napster go yahoo music unlimited,0,negative
1066,probably best bet looking phone price range like patience deal annoying flip phone,1,positive
1067,flash weak,0,negative
1068,another thing like feature take 1 2 second load,0,negative
1069,diaper genie need refill bag order work money spend,0,negative
1070,tried calling support number week several time day always got busy signal,0,negative
1071,camera wonderful set feature,1,positive
1072,point shoot photo great,1,positive
1073,dont like nothing much except headphone belt clip design,0,negative
1074,photo stitch merge picture create panoramic one even old one really cool still,1,positive
1075,advocate nokia phone following model 7610 seemingly desperate trial squeezing much engineered experimental technology one sloppy phone,0,negative
1076,make great phone,1,positive
1077,considering need researching marketplace decided s100,1,positive
1078,think antivirus software one best,1,positive
1079,truly clydesdale among industry 3hp router workhorse,1,positive
1080,picture beautiful camera small carry anywhere,1,positive
1081,assumed exceptional service reception area lao angele horrendous,0,negative
1082,auto focus camera seems trouble focusing subject,0,negative
1083,feature zen micro sold purchase include 5g hard drive actually sd flash card drive large much actually needed ability sync microsoft outlook calendar long battery life 10 12 hour change battery 40 buy v,1,positive
1084,software absolutely terrible,0,negative
1085,7 people problem flip switch bottom release player cover issue immaterial use case case cover switch,1,positive
1086,like phone overall would give 3 5 unfortunately returning,1,positive
1087,1 quite bulky size minolta vector 1 aps slr us heavy battery although solid contracted mostly plastic unlike canon elph line,0,negative
1088,great camera,1,positive
1089,find stable comfortable use jump around make feel like need use lot arm strength keep control good visibility see cut,1,positive
1090,however battery life good enough n overly concerned turning phone,1,positive
1091,6 phone really wide seems turnoff many people phone actually easier grip feel ergonomic,1,positive
1092,camera taking pic subject turn looking much better,0,negative
1093,bit cumbersome get song want quickly,0,negative
1094,stand case pretty useless unless packing player travel load song beforehand,0,negative
1095,le month later screen freeze eventually show disc,0,negative
1096,bought player today already love,1,positive
1097,absolutely love,1,positive
1098,memory stick slot although rare feature would nice extra storage need built lithium battery huge hassle bring back draining battery get help removable replaceable one lot convenient,0,negative
1099,even slightest shake totally distorts image,0,negative
1100,really great little phone got nice feature beatiful screen great ergonomics tiny,1,positive
1101,computer pda weak since screen large phone standard still tiny really anything,0,negative
1102,best thing version leave store shelf work cost enormous amount time mention hard earned dollar,0,negative
1103,feel like holding something substance cheap plastic toy,1,positive
1104,want go hassle loading software onto foreign computer move simple txt file,0,negative
1105,great phone,1,positive
1106,player since xmas love,1,positive
1107,price size feature beat price,1,positive
1108,display awesome see everything want read clearly,1,positive
1109,player intuitive output great sound quality,1,positive
1110,also voice recorder fm radio get ipod adapter seperately,1,positive
1111,scroll button overly sensitive time sensitive enough others,0,negative
1112,general easy use well laid,1,positive
1113,longer use plunge router stationary table mounted router,0,negative
1114,love camera,1,positive
1115,photo pretty darned good,1,positive
1116,bottom line value excellent sound quality ability use music subscription service willing deal possibility certainty setup gremlin mean get zen micro,1,positive
1117,come good case fit snugly,1,positive
1118,even highly recommend router outstanding performer,1,positive
1119,battery life good although recommend two rechargeable alkaline backup emergency pic,1,positive
1120,overall best camera market,1,positive
1121,one thing observed nomad front cover taken access battery seemed come undone easily,0,negative
1122,almost problem firmware ie lock ups shut down etc kept player date,1,positive
1123,come adapter plug wall hear step ipod require plug computer charge,1,positive
1124,purchased phone think coolest phone ever,1,positive
1125,prepared buy something else diaper genie trap odor better,0,negative
1126,ipod also store document contact file program microsoft outlook connected pc external hard drive,1,positive
1127,worked 12 26 1 9 time picture failed completely see negative review unit n one happened,0,negative
1128,pop blocker anti spam bonus,1,positive
1129,recently bought linksys wrt54g router happy router,1,positive
1130,anything phone perfectly,1,positive
1131,quick sync n good either need configured properly n useful,0,negative
1132,already using previous version nortron security uni stalled install new version still kind problem installing new version system,0,negative
1133,game decent u get 2 start,1,positive
1134,bluetooth phone last almost twice long,1,positive
1135,never buy creative product,0,negative
1136,stylized sony samsung,0,negative
1137,well got second player right box working right consulting customer se,0,negative
1138,6600 best phone could find option could get mobile,1,positive
1139,great camera,1,positive
1140,shopped amazon happy performance thus far,1,positive
1141,hitachi m12v big beast router,1,positive
1142,use player store computer data file good feature,1,positive
1143,even turning camera move lens little resulting noisy start,0,negative
1144,internet connection would go every 5 min used p2p program called bit spirit,0,negative
1145,otherwise difficult figure awkward,0,negative
1146,website download helped remove although manually remove good number file program directory,1,positive
1147,creative software awkward difficult use plain n load computer,0,negative
1148,use table never take spring attach fine adjustment knob woo drat freehand work great circumstance,1,positive
1149,sound audiophile amazed clarity player much better sound card computer louder,1,positive
1150,also tend like sliding cover switch found many compact p camera since much faster easier power need take instant shot,1,positive
1151,4 play n gage game,1,positive
1152,thing would complain zen xtra control n easy ipod sexy looking,0,negative
1153,bottom line happy product,1,positive
1154,instance made several back ups dvd movie using dvd r w r w play dvd,1,positive
1155,loading cd somewhat time consuming think would ipod well,0,negative
1156,currently permanently mounted 3 year router table likely stay shot,1,positive
1157,also seem strong new electronics smell time,0,negative
1158,sometimes take picture indefinite period time press shutter button,0,negative
1159,nokia make great phone clear,1,positive
1160,7 mediasource install personal notebook,0,negative
1161,slim form factor together mirror like front panel sure make player look cool pricey,1,positive
1162,selected 4300 right away gotten high quality picture every time,1,positive
1163,although sound quality good take good sound portable mp 3 player result good product,0,negative
1164,write enough positive thing great little camera,1,positive
1165,looking great sounding mini player go wrong zen micro,1,positive
1166,screen easy read blue light bright enough read night dim enough n blind stare long,1,positive
1167,canon g3 consistently,0,negative
1168,first player allow access menu dvd,0,negative
1169,excellent range metering option well,1,positive
1170,upgraded ni 2003 change performance noticeable,1,positive
1171,received camera two day ago already love feature,1,positive
1172,extremely light disappears pocket,1,positive
1173,spent hour setting station accepts 13 14 believe though reception unpredictable,0,negative
1174,love camera,1,positive
1175,another thing know metal flip side ipod tacky scratch easily,0,negative
1176,know many us get crap probably,0,negative
1177,disappointed looking elsewhere something withstand rigor business traveler,0,negative
1178,6600 look feel nice,1,positive
1179,bought 30gb xtra couple week ago far excellent,1,positive
1180,hard time using phone smaller screen,1,positive
1181,best phone seen,1,positive
1182,didnt installation problem touch pad fine even sort inaccurate,1,positive
1183,touch pad take little getting used,0,negative
1184,problem software,1,positive
1185,another problem latest 2 0 firmware upgrade move window medium player 10 seems slow downloads charging 2,0,negative
1186,however battery life good would like,0,negative
1187,flaw inside zen,0,negative
1188,p remote control seem get confused time doesnt respond may operator error,0,negative
1189,6 zen nx battery requires ac adapter recharge charge usb cable tragic usb recharging would convenient additional choice,0,negative
1190,side phone amazing battery life,1,positive
1191,want purchase real case container clip carrier zen micro expect purchase separately dish big time,0,negative
1192,try navigating using player built menu still would n work,0,negative
1193,fm radio reception spectacular pick powerful station given metro area,0,negative
1194,smooth powerful affordable proven track record,1,positive
1195,easy enough navigate although prefer sturdier button besides thumb wheel scroll push button,1,positive
1196,working great temper mental,1,positive
1197,2 player user interface ui intuitive use allows easy navigation large small collection,1,positive
1198,unit easy use intuitive,1,positive
1199,creative zen micro first glance dream come true mp3 music lover,1,positive
1200,made end camera flat put camera upright flat surface like take usual horizontal picture using self timer,1,positive
1201,little jog dial seems weak quirky hope n figure way break,0,negative
1202,also like lock feature make touch pad inactive,1,positive
1203,machine stop unplug quickly get way,0,negative
1204,extremely cool cozmo,1,positive
1205,make focus lock lag time something live extreme depth field obtainable point shoot digicams f8,1,positive
1206,touchpad virtually unusable sometimes press like mad make selection time slightest brush cause something selected want,0,negative
1207,also 39 99 rebate free shipping tax overall decent player,1,positive
1208,soft start nice,1,positive
1209,one thing diaper always get jammed,0,negative
1210,player interface also easy use,1,positive
1211,flaw machine xtra get five star affordability,1,positive
1212,battery life camera twice nikon 5000 better anything else seen,1,positive
1213,transfer surprisingly quick usb 2 0,1,positive
1214,really impressed dvd player,1,positive
1215,get install wizard work,0,negative
1216,picture quality amazing connect tv could make silent movie way wanted,1,positive
1217,radio feature superb sound quality,1,positive
1218,frustrating messy put last diaper realizing unit full,0,negative
1219,find lack entertaining game phone quite disturbing,0,negative
1220,dual antenna plus design slick,1,positive
1221,problem using itunes zen micro makeshift sorta way,1,positive
1222,leather case come pretty nice similar pda style case hold protect perfectly,1,positive
1223,button sensitivity even reduced lowest sensitivity setting button far two sensitive really take getting use even still sensitive,0,negative
1224,great diaper pail,1,positive
1225,would work fine motor warmed would die,0,negative
1226,october 2004 firewall said ok anymore software use internet full,0,negative
1227,bottom line well made camera easy use flexible powerful feature include ability use external flash lense filter choice,1,positive
1228,also mp3 player nitrus allow play wma window medium audio file whereas ipod,0,negative
1229,5 check traffic411 com la traffic 405,1,positive
1230,sliding latch stay place,0,negative
1231,software definitely suck hang notebook half time n mind buying notmad,0,negative
1232,size make holding steady long bit challenge enough camera body grip finger tip,0,negative
1233,love e based control easy menu,1,positive
1234,year totally reliable,1,positive
1235,5 focusing system also flexible,1,positive
1236,also put bend wrench remove install bit top table,0,negative
1237,automatic setting really n taken bad picture yet,1,positive
1238,3 slow keep original configuration prig u buy run smoothly still slower coloured screen nokias,0,negative
1239,dvd would stop playing middle even read,0,negative
1240,heavy motor continuously variable speed control let router churn everything threw,1,positive
